NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,5,2015,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO,3,2007,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,ADMINISTRAÇÃO,4,2003,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,AGROBIOLOGIA,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIAS SOCIAIS,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,PSICOLOGIA,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,ENGENHARIA CIVIL,4,1994,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIAS DO MOVIMENTO E REABILITAÇÃO,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,ZOOTECNIA,4,1974,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,GERONTOLOGIA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,PROFISSIONAL,GESTÃO DE ORGANIZAÇÕES PÚBLICAS,4,2011,EM FUNCIONAMENTO
METEOROLOGIA,5,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,METEOROLOGIA,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,SUL,RS,FREDERICO WESTPHALEN,ACADÊMICO,CIÊNCIA E TECNOLOGIA AMBIENTAL,3,2018,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIAS CONTÁBEIS,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIA DO SOLO,7,2003,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,FILOSOFIA,5,1973,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,SUL,RS,PALMEIRA DAS MISSÕES,ACADÊMICO,AGRONEGÓCIOS,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIA E TECNOLOGIA DOS ALIMENTOS,5,1985,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,SUL,RS,SANTA MARIA,ACADÊMICO,MATEMÁTICA,3,2007,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,METEOROLOGIA,3,1995,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,FÍSICA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,AGRONOMIA,4,1985,EM FUNCIONAMENTO
FITOSSANIDADE,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,FITOSSANIDADE,6,1999,EM FUNCIONAMENTO
TOXICOLOGIA,8,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,BIOQUÍMICA E BIOPROSPECÇÃO,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,VETERINÁRIA,6,1977,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,LETRAS,5,2006,EM FUNCIONAMENTO
ENGENHARIA DE ÁGUA E SOLO,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,MANEJO E CONSERVAÇÃO DO SOLO E DA ÁGUA,4,2011,EM FUNCIONAMENTO
EPIDEMIOLOGIA,22,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,EPIDEMIOLOGIA,7,1991,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,SISTEMAS DE PRODUÇÃO AGRÍCOLA FAMILIAR,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,EDUCAÇÃO,5,1995,EM FUNCIONAMENTO
NÃO SE APLICA,18,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ODONTOLOGIA,6,1976,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,EDUCAÇÃO FÍSICA,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ARQUITETURA E URBANISMO,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,CIÊNCIA E TECNOLOGIA DE SEMENTES,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE SEMENTES,4,1996,EM FUNCIONAMENTO
TECNOLOGIA DE ALIMENTOS,25,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,6,1985,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,BIOTECNOLOGIA,7,2002,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,GEOGRAFIA,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,CIÊNCIAS AMBIENTAIS,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,NUTRIÇÃO E ALIMENTOS,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,11,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ARTES,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,9,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,MICROBIOLOGIA E PARASITOLOGIA,5,2004,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,5,2011,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,FISIOLOGIA VEGETAL,4,1996,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,CIÊNCIA POLÍTICA,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,FILOSOFIA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,SOCIOLOGIA,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,HISTÓRIA,4,2010,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,MEMÓRIA SOCIAL E PATRIMÔNIO CULTURAL,5,2007,EM FUNCIONAMENTO
RECURSOS HÍDRICOS,10,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,RECURSOS HÍDRICOS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,ZOOTECNIA,4,1977,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ORGANIZAÇÕES E MERCADOS,4,2009,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ANTROPOLOGIA,5,2012,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS,4,2014,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,MODELAGEM MATEMÁTICA,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,BIODIVERSIDADE ANIMAL,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,COMPUTAÇÃO,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,ENFERMAGEM,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,SUL,RS,CAPÃO DO LEÃO,ACADÊMICO,QUÍMICA,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,EDUCAÇÃO MATEMÁTICA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,ACADÊMICO,DIREITO,3,2017,EM FUNCIONAMENTO
GEOGRAFIA REGIONAL,36,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,GEOGRAFIA,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ENFERMAGEM,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,DIREITO E JUSTIÇA SOCIAL,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,OCEANOLOGIA,7,1997,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,SUL,RS,SANTO ANTÔNIO DA PATRULHA,PROFISSIONAL,ENSINO DE CIÊNCIAS EXATAS,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,FÍSICA,3,2010,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,PROFISSIONAL,HISTÓRIA,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,EDUCAÇÃO EM CIÊNCIAS,4,2019,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,COMPUTAÇÃO,4,2012,EM FUNCIONAMENTO
ESTRUTURAS NAVAIS E OCEÂNICAS,13,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ENGENHARIA OCEÂNICA,4,1995,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,CIÊNCIAS DA SAÚDE,5,2004,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,PSICOLOGIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,EDUCAÇÃO AMBIENTAL,4,1994,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,MODELAGEM COMPUTACIONAL,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ADMINISTRAÇÃO,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,QUIMICA TECNOLOGICA E AMBIENTAL,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,EDUCAÇÃO,4,2012,EM FUNCIONAMENTO
AQUICULTURA,23,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,AQÜICULTURA,6,2001,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ENGENHARIA MECÂNICA,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ECONOMIA APLICADA,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,SAÚDE PÚBLICA,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,AMBIENTOMETRIA,3,2019,EM FUNCIONAMENTO
ENGENHARIA DE ALIMENTOS,25,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ENGENHARIA E CIÊNCIA DE ALIMENTOS,7,1996,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,LETRAS,4,2001,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,SUL,RS,SANTO ANTÔNIO DA PATRULHA,ACADÊMICO,SISTEMAS E PROCESSOS AGROINDUSTRIAIS,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,BIOLOGIA DE AMBIENTES AQUÁTICOS CONTINENTAIS,5,2006,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,CONTABILIDADE,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,ENGENHARIA QUIMICA,3,2013,EM FUNCIONAMENTO
OCEANOGRAFIA BIOLÓGICA,7,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,OCEANOGRAFIA BIOLÓGICA,6,1979,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,SUL,RS,RIO GRANDE,ACADÊMICO,CIÊNCIAS FISIOLÓGICAS,5,2000,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,DIREITO,6,1988,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,TEOLOGIA,4,1993,EM FUNCIONAMENTO
NÃO SE APLICA,12,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ENGENHARIA E TECNOLOGIA DE MATERIAIS,6,2001,EM FUNCIONAMENTO
PSICOLOGIA SOCIAL,37,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,PSICOLOGIA,7,1972,EM FUNCIONAMENTO
NÃO SE APLICA,31,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,COMUNICAÇÃO SOCIAL,6,1994,EM FUNCIONAMENTO
NÃO SE APLICA,2,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO,7,1994,EM FUNCIONAMENTO
NÃO SE APLICA,28,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ECONOMIA,5,2002,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,GERONTOLOGIA BIOMÉDICA,7,2000,EM FUNCIONAMENTO
NÃO SE APLICA,34,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,SOCIOLOGIA E CIÊNCIA POLÍTICA,6,2005,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ADMINISTRAÇÃO E NEGÓCIOS,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,6,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,BIOLOGIA CELULAR E MOLECULAR,6,2003,EM FUNCIONAMENTO
NÃO SE APLICA,41,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,LINGÜÍSTICA E LETRAS,7,1970,EM FUNCIONAMENTO
NÃO SE APLICA,18,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ODONTOLOGIA,5,1999,EM FUNCIONAMENTO
NÃO SE APLICA,40,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,HISTÓRIA,5,1973,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,MEDICINA E CIÊNCIAS DA SAÚDE.,6,1993,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,MEDICINA PEDIATRIA E SAUDE DA CRIANÇA,7,1995,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIAS CRIMINAIS,5,1997,EM FUNCIONAMENTO
NÃO SE APLICA,7,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ECOLOGIA E EVOLUÇÃO DA BIODIVERSIDADE,6,1978,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,EDUCAÇÃO,6,1972,EM FUNCIONAMENTO
NÃO SE APLICA,33,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,FILOSOFIA,7,1974,EM FUNCIONAMENTO
NÃO SE APLICA,15,PARTICULAR,PRIVADA,SUL,RS,PELOTAS,ACADÊMICO,SAÚDE E COMPORTAMENTO,5,1999,EM FUNCIONAMENTO
NÃO SE APLICA,22,PARTICULAR,PRIVADA,SUL,RS,PELOTAS,PROFISSIONAL,SAÚDE NO CICLO VITAL,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,14,PARTICULAR,PRIVADA,SUL,RS,PELOTAS,ACADÊMICO,ENGENHARIA ELETRÔNICA E COMPUTAÇÃO,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,32,PARTICULAR,PRIVADA,SUL,RS,PELOTAS,ACADÊMICO,POLÍTICA SOCIAL E DIREITOS HUMANOS,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,EDUCAÇÃO,6,1994,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,GESTÃO E NEGÓCIOS,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,ADMINISTRAÇÃO,7,2000,EM FUNCIONAMENTO
NÃO SE APLICA,13,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,ENGENHARIA DE PRODUÇÃO E SISTEMAS,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,33,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,FILOSOFIA,6,2001,EM FUNCIONAMENTO
NÃO SE APLICA,2,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,COMPUTAÇÃO APLICADA,5,2000,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,DIREITO DA EMPRESA E DOS NEGÓCIOS,3,2015,EM FUNCIONAMENTO
DIREITO PÚBLICO,26,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,DIREITO,6,1997,EM FUNCIONAMENTO
NÃO SE APLICA,50,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,"ALIMENTOS, NUTRIÇÃO E SAÚDE.",3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,ENGENHARIA CIVIL,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,14,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,ENGENHARIA ELÉTRICA,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,29,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,DESIGN,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,GESTÃO EDUCACIONAL,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,22,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,SAÚDE COLETIVA,5,2002,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,DIREITO,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,13,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,ENGENHARIA DE PRODUÇÃO,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,41,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,LETRAS E CULTURA,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,ENGENHARIA E CIÊNCIAS AMBIENTAIS,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,EDUCAÇÃO,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,47,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,MATERIAIS,6,2004,EM FUNCIONAMENTO
NÃO SE APLICA,40,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,HISTÓRIA,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,37,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,PSICOLOGIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,15,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,CIÊNCIAS DA SAÚDE,4,2016,EM FUNCIONAMENTO
ÉTICA,33,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,FILOSOFIA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,24,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,SAÚDE ANIMAL,3,2019,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,ENSINO DE CIÊNCIAS E MATEMÁTICA,5,2013,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,TURISMO E HOSPITALIDADE,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,48,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,BIOTECNOLOGIA,5,1993,EM FUNCIONAMENTO
ADMINISTRAÇÃO DE EMPRESAS,27,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,ADMINISTRAÇÃO,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,12,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,ACADÊMICO,ENGENHARIA DE PROCESSOS E TECNOLOGIAS,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,2,PARTICULAR,PRIVADA,SUL,RS,CAXIAS DO SUL,PROFISSIONAL,COMPUTAÇÃO APLICADA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,EDUCAÇÃO,5,1997,EM FUNCIONAMENTO
