NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,EDUCAÇÃO,5,2003,EM FUNCIONAMENTO
NÃO SE APLICA,45,FEDERAL,PÚBLICA,NORTE,PA,BRAGANÇA,ACADÊMICO,LINGUAGENS E SABERES NA AMAZÔNIA,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIOTECNOLOGIA,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ADMINISTRAÇÃO,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,GEOLOGIA E GEOQUÍMICA,7,1992,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CONTABILIDADE,A,2024,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ONCOLOGIA E CIÊNCIAS MÉDICAS,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,PROCESSOS CONSTRUTIVOS E SANEAMENTO URBANO,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ESTUDOS DA LINGUAGEM,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,FÍSICA,6,2002,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,GEOFÍSICA,4,1992,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORTE,PA,TUCURUÍ,PROFISSIONAL,COMPUTAÇÃO APLICADA,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,SERVIÇO SOCIAL,5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,DIREITO,5,1984,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORTE,PA,ANANINDEUA,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,3,2020,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS DO PATRIMÔNIO CULTURAL,3,2019,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,AGRICULTURAS AMAZÔNICAS,5,2000,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,MATEMÁTICA E ESTATÍSTICA,4,2004,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,HISTÓRIA,5,2004,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,EDUCAÇÃO NA AMAZÔNIA,4,2020,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORTE,PA,CASTANHAL,ACADÊMICO,ESTUDOS ANTRÓPICOS NA AMAZÔNIA,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIA POLÍTICA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENGENHARIA NAVAL,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE,5,2012,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,QUÍMICA,3,1987,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENGENHARIA QUÍMICA,4,1992,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,"COMUNICAÇÃO, CULTURA E AMAZÔNIA",5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,FILOSOFIA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ARQUITETURA E URBANISMO,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS FARMACÊUTICAS,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,CRIATIVIDADE E INOVAÇÃO EM METODOLOGIAS DE ENSINO SUPERIOR,4,2017,EM FUNCIONAMENTO
ANÁLISE,1,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,MATEMÁTICA - UFPA - UFAM,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,GENÉTICA E BIOLOGIA MOLECULAR,6,2001,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO,5,2005,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ANTROPOLOGIA,5,2010,EM FUNCIONAMENTO
MÚSICA,11,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,MÚSICA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,ALTAMIRA,ACADÊMICO,BIODIVERSIDADE E CONSERVAÇÃO,3,2014,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,SEGURANÇA PUBLICA,4,2011,EM FUNCIONAMENTO
ECONOMIA MONETÁRIA E FISCAL,28,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ECONOMIA APLICADA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENGENHARIA CIVIL,4,1999,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORTE,PA,ABAETETUBA,ACADÊMICO,"CIDADES, TERRITÓRIOS, IDENTIDADES E EDUCAÇÃO",3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,CIÊNCIAS E MEIO AMBIENTE,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENGENHARIA MECÂNICA,4,1994,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,NORTE,PA,CASTANHAL,ACADÊMICO,CIÊNCIA ANIMAL,4,1999,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ECONOMIA,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ANÁLISES CLÍNICAS,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIA DA INFORMAÇÃO,4,2017,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ENGENHARIA SANITÁRIA E AMBIENTAL - PPGESA,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,OCEANOGRAFIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ECOLOGIA AQUÁTICA E PESCA,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ASSISTÊNCIA FARMACÊUTICA,3,2018,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,SAÚDE NA AMAZÔNIA,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORTE,PA,TUCURUÍ,ACADÊMICO,ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,DIREITO E DESENVOLVIMENTO NA AMAZÔNIA,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENFERMAGEM,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,PSICOLOGIA,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,QUÍMICA MEDICINAL E MODELAGEM MOLECULAR,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS DO MOVIMENTO HUMANO,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,9,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS,6,2004,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ZOOLOGIA,5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ECOLOGIA,5,2015,EM FUNCIONAMENTO
NÃO SE APLICA,34,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,SOCIOLOGIA E ANTROPOLOGIA,5,2002,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,GESTÃO DE RISCOS E DESASTRES NATURAIS NA AMAZÔNIA,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO),6,1987,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,FARMACOLOGIA E BIOQUÍMICA,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CURRÍCULO E GESTÃO DA ESCOLA BÁSICA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS AMBIENTAIS,5,2005,EM FUNCIONAMENTO
NÃO SE APLICA,11,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ARTES,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,5,2003,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS,5,2014,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,INOVAÇÃO FARMACÊUTICA,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORTE,PA,CAMETÁ,ACADÊMICO,EDUCAÇÃO E CULTURA,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENGENHARIA ELÉTRICA,5,1986,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,LETRAS: LINGÜÍSTICA E TEORIA LITERÁRIA,6,1987,EM FUNCIONAMENTO
OCEANOGRAFIA BIOLÓGICA,7,FEDERAL,PÚBLICA,NORTE,PA,BRAGANÇA,ACADÊMICO,BIOLOGIA AMBIENTAL,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS FLORESTAIS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS,3,2010,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,AGRONOMIA,5,1995,EM FUNCIONAMENTO
REPRODUÇÃO ANIMAL,24,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,REPRODUÇÃO ANIMAL NA AMAZÔNIA,4,2019,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIOTECNOLOGIA APLICADA À AGROPECUÁRIA,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS BIOLÓGICAS,4,2001,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,ACADÊMICO,"COMUNICAÇÃO, LINGUAGENS E CULTURA",4,2009,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,ACADÊMICO,ADMINISTRAÇÃO,4,2009,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,PROFISSIONAL,GESTÃO DE CONHECIMENTOS PARA O DESENVOLVIMENTO SOCIOAMBIENTAL,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,30,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,ACADÊMICO,DESENVOLVIMENTO E MEIO AMBIENTE URBANO,4,2007,EM FUNCIONAMENTO
DIREITOS ESPECIAIS,26,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,ACADÊMICO,DIREITOS FUNDAMENTAIS,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,EDUCAÇÃO E ENSINO DE CIÊNCIAS NA AMAZÔNIA,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,21,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,REABILITAÇÃO E DESEMPENHO FUNCIONAL,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ENSINO EM SAÚDE NA AMAZÔNIA,4,2012,EM FUNCIONAMENTO
MÚSICA,11,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,MÚSICA NA AMAZÔNIA (PPGMUSA),A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,41,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ENSINO DE LÍNGUA PORTUGUESA E SUAS RESPECTIVAS LITERATURAS,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,36,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,GEOGRAFIA,3,2019,EM FUNCIONAMENTO
CIRURGIA,17,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,CIRURGIA E PESQUISA EXPERIMENTAL,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,20,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,ENFERMAGEM,4,2010,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,"TECNOLOGIA, RECURSOS NATURAIS E SUSTENTABILIDADE NA AMAZÔNIA",A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,EDUCAÇÃO,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ENSINO DE MATEMÁTICA,3,2015,EM FUNCIONAMENTO
BIOLOGIA E FISIOLOGIA DOS MICROORGANISMOS,9,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIOLOGIA PARASITÁRIA NA AMAZÔNIA,4,2009,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS AMBIENTAIS,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,EDUCAÇÃO ESCOLAR INDÍGENA,3,2018,EM FUNCIONAMENTO
NÃO SE APLICA,44,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,CIÊNCIAS DA RELIGIÃO,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,ENGENHARIA DE MATERIAIS,3,2016,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,NORTE,PA,CASTANHAL,PROFISSIONAL,DESENVOLVIMENTO RURAL E GESTÃO DE EMPREEND. AGROALIMENTARES,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,"SOCIEDADE, NATUREZA E DESENVOLVIMENTO",4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,CIÊNCIAS ANIMAL,A,2024,EM FUNCIONAMENTO
FISIOLOGIA GERAL,8,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,BIOCIÊNCIAS,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,RECURSOS NATURAIS DA AMAZÔNIA,3,2009,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,LETRAS,A,2022,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,"SOCIEDADE, AMBIENTE E QUALIDADE DE VIDA",3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,ANTROPOLOGIA E ARQUEOLOGIA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,BIODIVERSIDADE,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,15,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,CIÊNCIAS DA SAÚDE,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,EDUCAÇÃO,4,2014,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORTE,PA,SANTARÉM,ACADÊMICO,CIÊNCIAS DA SOCIEDADE,3,2016,EM FUNCIONAMENTO
EPIDEMIOLOGIA,22,FEDERAL,PÚBLICA,NORTE,PA,ANANINDEUA,ACADÊMICO,EPIDEMIOLOGIA E VIGILÂNCIA EM SAÚDE,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,9,FEDERAL,PÚBLICA,NORTE,PA,ANANINDEUA,ACADÊMICO,VIROLOGIA,4,2012,EM FUNCIONAMENTO
CLÍNICA ODONTOLÓGICA,18,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,PROFISSIONAL,CLÍNICA ODONTOLÓGICA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,PROFISSIONAL,INTELIGÊNCIA TERRITORIAL E SUSTENTABILIDADE,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,46,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,PROFISSIONAL,ENSINO EM SAÚDE,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,ACADÊMICO,"DIREITO, POLÍTICAS PÚBLICAS E DESENVOLVIMENTO REGIONAL",4,2012,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,ESTADUAL,PÚBLICA,NORTE,PA,BELÉM,PROFISSIONAL,GESTÃO E SAÚDE NA AMAZÔNIA,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,NORTE,PA,BELÉM,PROFISSIONAL,USO SUSTENTÁVEL DE RECURSOS NATURAIS EM REGIÕES TROPICAIS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,LETRAS,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,HISTÓRIA,3,2019,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA,4,2012,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,EDUCAÇÃO EM CIÊNCIAS EM MATEMÁTICA,3,2018,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,PROFISSIONAL,CIÊNCIAS FORENSES,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,GEOGRAFIA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,30,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,PLANEJAMENTO E DESENVOLVIMENTO REGIONAL E URBANO NA AMAZÔNIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,NORTE,PA,MARABÁ,ACADÊMICO,QUIMICA,3,2017,EM FUNCIONAMENTO
ECOLOGIA DE ECOSSISTEMAS,7,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,BIODIVERSIDADE E EVOLUÇÃO,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORTE,PA,BELÉM,ACADÊMICO,DIVERSIDADE SOCIOCULTURAL,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,30,FEDERAL,PÚBLICA,NORTE,TO,PALMAS,PROFISSIONAL,GESTÃO DE POLÍTICAS PÚBLICAS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,NORTE,TO,PALMAS,ACADÊMICO,ENSINO EM CIÊNCIAS E SAÚDE,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,NORTE,TO,PALMAS,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORTE,TO,PORTO NACIONAL,ACADÊMICO,"BIODIVERSIDADE, ECOLOGIA E CONSERVAÇÃO.",3,2008,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORTE,TO,GURUPI,ACADÊMICO,CIÊNCIAS FLORESTAIS E AMBIENTAIS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORTE,TO,PALMAS,ACADÊMICO,CIÊNCIAS DO AMBIENTE,5,2003,EM FUNCIONAMENTO
NÃO SE APLICA,48,FEDERAL,PÚBLICA,NORTE,TO,GURUPI,ACADÊMICO,BIOTECNOLOGIA,4,2012,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORTE,TO,PALMAS,PROFISSIONAL,PRESTAÇÃO JURISDICIONAL E DIREITOS HUMANOS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORTE,TO,PORTO NACIONAL,ACADÊMICO,GEOGRAFIA,4,2011,EM FUNCIONAMENTO
